# BRDF Data for aluminum in visible spectrum
#
# Data from "A Data-Driven Reflectance Model", 
#   Wojciech Matusik, Hanspeter Pfister, Matt Brand 
#   and Leonard McMillan, ACM Transactions on 
#   Graphics 22, 3(2003), 759-769.
#
# phi_in     theta_in     phi_out     theta_out     brdf
22.500000     180.000000     70.312500     0.000000     0.018891
22.500000     180.000000     71.015625     0.000000     0.018891
22.500000     180.000000     71.718750     0.000000     0.018474
22.500000     180.000000     72.421875     0.000000     0.018474
22.500000     180.000000     73.125000     0.000000     0.018474
22.500000     180.000000     73.828125     0.000000     0.017451
22.500000     180.000000     74.531250     0.000000     0.017451
22.500000     180.000000     75.234375     0.000000     0.017451
22.500000     180.000000     75.937500     0.000000     0.017056
22.500000     180.000000     76.640625     0.000000     0.017056
22.500000     180.000000     77.343750     0.000000     0.017056
22.500000     180.000000     78.046875     0.000000     0.015989
22.500000     180.000000     78.750000     0.000000     0.016314
22.500000     180.000000     79.453125     0.000000     0.016314
22.500000     180.000000     80.156250     0.000000     0.015194
22.500000     180.000000     80.859375     0.000000     0.015420
22.500000     180.000000     81.562500     0.000000     0.014629
22.500000     180.000000     82.265625     0.000000     0.014629
22.500000     180.000000     82.968750     0.000000     0.013935
22.500000     180.000000     83.671875     0.000000     0.013728
22.500000     180.000000     84.375000     0.000000     0.013728
22.500000     180.000000     85.078125     0.000000     0.013534
22.500000     180.000000     85.781250     0.000000     0.012295
22.500000     180.000000     86.484375     0.000000     0.012295
22.500000     180.000000     87.187500     0.000000     0.012295
22.500000     180.000000     87.890625     0.000000     0.011646
22.500000     180.000000     88.593750     0.000000     0.011646
